Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
PRR12	ENST00000418929.2	proline rich 12 	95	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
MXD4	ENST00000337190.2	MAX dimerization protein 4 	1173	2	0	1	1	1	mmu-miR-370-3p				0	-0.07	N/A
NDUFAF4	ENST00000316149.7	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4 	2444	1	0	1	0	0	mmu-miR-370-3p				0	-0.22	N/A
PIGP	ENST00000360525.4	phosphatidylinositol glycan anchor biosynthesis, class P 	1621	1	0	0	1	0	mmu-miR-370-3p				0	-0.09	N/A
ANKH	ENST00000284268.6	ANKH inorganic pyrophosphate transport regulator 	770	1	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
HRASLS5	ENST00000539221.1	HRAS-like suppressor family, member 5 	5	1	1	0	0	0	mmu-miR-370-3p				0	-0.24	N/A
DGCR14	ENST00000252137.6	DiGeorge syndrome critical region gene 14 	269	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
TRIM35	ENST00000305364.4	tripartite motif containing 35 	470	1	0	1	0	1	mmu-miR-370-3p				0	-0.03	N/A
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
COG5	ENST00000347053.3	component of oligomeric golgi complex 5 	455	1	1	0	0	1	mmu-miR-370-3p				0	-0.03	N/A
SARDH	ENST00000371872.4	sarcosine dehydrogenase 	355	1	0	1	0	1	mmu-miR-370-3p				0	-0.04	N/A
CADM1	ENST00000452722.3	cell adhesion molecule 1 	676	1	0	1	0	2	mmu-miR-370-3p				0	-0.05	N/A
SLC2A4RG	ENST00000266077.2	SLC2A4 regulator 	2555	1	0	0	1	0	mmu-miR-370-3p				0	-0.09	N/A
NGFRAP1	ENST00000361298.4	nerve growth factor receptor (TNFRSF16) associated protein 1 	114	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
CHSY3	ENST00000305031.4	chondroitin sulfate synthase 3 	221	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
TRIM55	ENST00000276573.7	tripartite motif containing 55 	5	1	1	0	0	0	mmu-miR-370-3p				0	-0.23	N/A
RNMTL1	ENST00000304478.4	RNA methyltransferase like 1 	1736	2	0	2	0	0	mmu-miR-370-3p				0	-0.17	N/A
KLHL36	ENST00000564996.1	kelch-like family member 36 	483	2	1	0	1	0	mmu-miR-370-3p				0	-0.07	N/A
S1PR1	ENST00000305352.6	sphingosine-1-phosphate receptor 1 	251	1	0	1	0	0	mmu-miR-370-3p				0	-0.05	N/A
CYB5R3	ENST00000361740.4	cytochrome b5 reductase 3 	542	2	0	2	0	1	mmu-miR-370-3p				0	-0.04	N/A
SMARCA5	ENST00000283131.3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 	478	0	0	0	0	0	mmu-miR-370-3p				0	-0.04	N/A
CTNNA2	ENST00000496558.1	catenin (cadherin-associated protein), alpha 2 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.22	N/A
TACR2	ENST00000373307.1	tachykinin receptor 2 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.14	N/A
MGA	ENST00000219905.7	MGA, MAX dimerization protein 	250	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
KCNJ13	ENST00000409779.1	potassium inwardly-rectifying channel, subfamily J, member 13 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.17	N/A
AKR1D1	ENST00000432161.1	aldo-keto reductase family 1, member D1 	5	1	0	0	1	2	mmu-miR-370-3p				0	-0.14	N/A
ATG5	ENST00000360666.4	autophagy related 5 	1078	1	0	0	1	0	mmu-miR-370-3p				0	-0.06	N/A
MLTK	ENST00000375213.3	Mitogen-activated protein kinase kinase kinase MLT  	734	1	0	0	1	3	mmu-miR-370-3p				0	-0.01	N/A
SIPA1L1	ENST00000555818.1	signal-induced proliferation-associated 1 like 1 	291	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
CHRFAM7A	ENST00000397827.3	CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion 	5	1	0	1	0	1	mmu-miR-370-3p				0	-0.17	N/A
GALNT8	ENST00000252318.2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 8 (GalNAc-T8) 	5	1	1	0	0	0	mmu-miR-370-3p				0	-0.17	N/A
OTC	ENST00000039007.4	ornithine carbamoyltransferase 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.13	N/A
UAP1	ENST00000367926.4	UDP-N-acteylglucosamine pyrophosphorylase 1 	1738	1	0	1	0	0	mmu-miR-370-3p				0	-0.07	N/A
SCIMP	ENST00000574081.1	SLP adaptor and CSK interacting membrane protein 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.18	N/A
CIDEA	ENST00000320477.9	cell death-inducing DFFA-like effector a 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.17	N/A
CFDP1	ENST00000283882.3	craniofacial development protein 1 	482	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
CDX2	ENST00000381020.7	caudal type homeobox 2 	563	1	0	0	1	0	mmu-miR-370-3p				0	-0.02	N/A
LETMD1	ENST00000380123.2	LETM1 domain containing 1 	1619	1	0	0	1	0	mmu-miR-370-3p				0	-0.09	N/A
TMEM252	ENST00000377311.3	transmembrane protein 252 	5	1	1	0	0	0	mmu-miR-370-3p				0	-0.14	N/A
B3GAT3	ENST00000534026.1	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.18	N/A
ALG14	ENST00000370205.5	ALG14, UDP-N-acetylglucosaminyltransferase subunit 	572	1	0	1	0	2	mmu-miR-370-3p				0	-0.04	N/A
NDUFC2-KCTD14	ENST00000528251.1	NDUFC2-KCTD14 readthrough 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.16	N/A
C17orf72	ENST00000580752.1	chromosome 17 open reading frame 72 	5	0	0	0	0	0	mmu-miR-370-3p				0	-0.17	N/A
METTL22	ENST00000381920.3	methyltransferase like 22 	553	1	0	1	0	0	mmu-miR-370-3p				0	-0.06	N/A
SORBS3	ENST00000240123.7	sorbin and SH3 domain containing 3 	1126	1	0	1	0	1	mmu-miR-370-3p				0	-0.04	N/A
LRRC2	ENST00000395905.3	leucine rich repeat containing 2 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.13	N/A
TVP23B	ENST00000307767.8	trans-golgi network vesicle protein 23 homolog B (S. cerevisiae) 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.11	N/A
FAM212B	ENST00000357260.5	family with sequence similarity 212, member B 	211	1	0	0	1	1	mmu-miR-370-3p				0	-0.01	N/A
SLC25A4	ENST00000281456.6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 	1169	1	0	0	1	1	mmu-miR-370-3p				0	-0.04	N/A
COL19A1	ENST00000322773.4	collagen, type XIX, alpha 1 	5	1	0	0	1	2	mmu-miR-370-3p				0	-0.10	N/A
UCP3	ENST00000314032.4	uncoupling protein 3 (mitochondrial, proton carrier) 	10	1	1	0	0	0	mmu-miR-370-3p				0	-0.27	N/A
BTLA	ENST00000334529.5	B and T lymphocyte associated 	5	2	1	0	1	0	mmu-miR-370-3p				0	-0.10	N/A
DYRK1B	ENST00000593685.1	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B 	7	2	1	1	0	0	mmu-miR-370-3p				0	-0.12	N/A
SPINT1	ENST00000344051.4	serine peptidase inhibitor, Kunitz type 1 	1591	1	0	1	0	0	mmu-miR-370-3p				0	-0.06	N/A
NARS	ENST00000256854.5	asparaginyl-tRNA synthetase 	467	0	0	0	0	0	mmu-miR-370-3p				0	-0.02	N/A
FGF5	ENST00000456523.3	fibroblast growth factor 5 	1478	1	0	0	1	0	mmu-miR-370-3p				0	-0.07	N/A
RBPJL	ENST00000372741.3	recombination signal binding protein for immunoglobulin kappa J region-like 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.10	N/A
RPA1	ENST00000254719.5	replication protein A1, 70kDa 	2834	1	0	1	0	0	mmu-miR-370-3p				0	-0.08	N/A
AC004381.6	ENST00000261377.6	Putative RNA exonuclease NEF-sp  	784	1	0	1	0	0	mmu-miR-370-3p				0	-0.10	N/A
SP8	ENST00000418710.2	Sp8 transcription factor 	95	1	0	0	1	1	mmu-miR-370-3p				0	-0.03	N/A
DCTN6	ENST00000221114.3	dynactin 6 	745	1	0	0	1	1	mmu-miR-370-3p				0	-0.01	N/A
MSX2	ENST00000239243.6	msh homeobox 2 	316	1	0	0	1	1	mmu-miR-370-3p				0	-0.01	N/A
ZNF593	ENST00000270812.5	zinc finger protein 593 	3221	1	0	1	0	0	mmu-miR-370-3p				0	-0.12	N/A
HBS1L	ENST00000367837.5	HBS1-like (S. cerevisiae) 	2367	2	0	2	0	0	mmu-miR-370-3p				0	-0.10	N/A
CDK1	ENST00000395284.3	cyclin-dependent kinase 1 	3029	1	0	0	1	0	mmu-miR-370-3p				0	-0.07	N/A
ARMC2	ENST00000392644.4	armadillo repeat containing 2 	9	1	0	1	0	0	mmu-miR-370-3p				0	-0.22	N/A
MAPK14	ENST00000229795.3	mitogen-activated protein kinase 14 	1191	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
HUWE1	ENST00000342160.3	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase 	741	1	0	1	0	0	mmu-miR-370-3p				0	-0.03	N/A
TNMD	ENST00000373031.4	tenomodulin 	5	0	0	0	0	0	mmu-miR-370-3p				0	-0.08	N/A
USP15	ENST00000353364.3	ubiquitin specific peptidase 15 	286	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
SLC12A4	ENST00000422611.2	solute carrier family 12 (potassium/chloride transporter), member 4 	1618	1	0	0	1	0	mmu-miR-370-3p				0	-0.04	N/A
IL5RA	ENST00000438560.1	interleukin 5 receptor, alpha 	5	1	0	1	0	3	mmu-miR-370-3p				0	-0.09	N/A
MTMR8	ENST00000374852.3	myotubularin related protein 8 	5	1	0	0	1	1	mmu-miR-370-3p				0	-0.10	N/A
FAM19A1	ENST00000478136.1	family with sequence similarity 19 (chemokine (C-C motif)-like), member A1 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.12	N/A
CHSY1	ENST00000254190.3	chondroitin sulfate synthase 1 	200	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
BCKDK	ENST00000394950.3	branched chain ketoacid dehydrogenase kinase 	709	2	0	1	1	1	mmu-miR-370-3p				0	-0.10	N/A
HTRA1	ENST00000368984.3	HtrA serine peptidase 1 	1012	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
SYPL1	ENST00000470347.1	synaptophysin-like 1 	2423	1	0	0	1	0	mmu-miR-370-3p				0	-0.12	N/A
FADS2	ENST00000257261.6	fatty acid desaturase 2 	285	2	0	0	2	0	mmu-miR-370-3p				0	-0.03	N/A
HSPA2	ENST00000394709.1	heat shock 70kDa protein 2 	600	1	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
SPATA22	ENST00000268981.5	spermatogenesis associated 22 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.13	N/A
NODAL	ENST00000287139.3	nodal growth differentiation factor 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.10	N/A
SERPINA1	ENST00000440909.1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 	78170	3	1	1	1	2	mmu-miR-370-3p				0	-0.29	N/A
THBS1	ENST00000260356.5	thrombospondin 1 	46844	1	0	1	0	2	mmu-miR-370-3p				0	-0.03	N/A
ATG2A	ENST00000421419.2	autophagy related 2A 	3795	3	1	2	0	2	mmu-miR-370-3p				0	-0.07	N/A
SLC25A11	ENST00000225665.7	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 	1867	0	0	0	0	0	mmu-miR-370-3p				0	-0.02	N/A
ARFIP2	ENST00000254584.2	ADP-ribosylation factor interacting protein 2 	798	1	0	1	0	1	mmu-miR-370-3p				0	-0.12	N/A
C14orf1	ENST00000256319.6	chromosome 14 open reading frame 1 	4423	1	0	0	1	0	mmu-miR-370-3p				0	-0.07	N/A
SOX4	ENST00000244745.1	SRY (sex determining region Y)-box 4 	2736	1	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
PRMT7	ENST00000339507.5	protein arginine methyltransferase 7 	6277	2	0	1	1	2	mmu-miR-370-3p				0	-0.06	N/A
ZBTB20	ENST00000462705.1	zinc finger and BTB domain containing 20 	5	1	1	0	0	4	mmu-miR-370-3p				0	-0.05	N/A
NCKAP1	ENST00000361354.4	NCK-associated protein 1 	700	1	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
CDNF	ENST00000378442.1	cerebral dopamine neurotrophic factor 	6	1	0	1	0	1	mmu-miR-370-3p				0	-0.03	N/A
CAMK2N1	ENST00000375078.3	calcium/calmodulin-dependent protein kinase II inhibitor 1 	6631	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
GPR174	ENST00000276077.1	G protein-coupled receptor 174 	5	1	0	0	1	1	mmu-miR-370-3p				0	-0.03	N/A
CAPZA2	ENST00000361183.3	capping protein (actin filament) muscle Z-line, alpha 2 	2065	1	0	0	1	1	mmu-miR-370-3p				0	-0.05	N/A
LHPP	ENST00000368839.1	phospholysine phosphohistidine inorganic pyrophosphate phosphatase 	2365	1	0	1	0	0	mmu-miR-370-3p				0	-0.03	N/A
UBE2QL1	ENST00000399816.3	ubiquitin-conjugating enzyme E2Q family-like 1 	10	1	0	0	1	0	mmu-miR-370-3p				0	-0.13	N/A
DNAH17	ENST00000585328.1	dynein, axonemal, heavy chain 17 	20	2	0	1	1	1	mmu-miR-370-3p				0	-0.14	N/A
SLC24A4	ENST00000393265.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 	5	0	0	0	0	0	mmu-miR-370-3p				0	-0.04	N/A
LIPG	ENST00000261292.4	lipase, endothelial 	40	3	2	1	0	4	mmu-miR-370-3p				0	-0.28	N/A
EGF	ENST00000265171.5	epidermal growth factor 	5	1	0	1	0	1	mmu-miR-370-3p				0	-0.06	N/A
PTPRF	ENST00000372414.3	protein tyrosine phosphatase, receptor type, F 	14842	1	0	0	1	1	mmu-miR-370-3p				0	-0.11	N/A
BST1	ENST00000382346.3	bone marrow stromal cell antigen 1 	44	1	1	0	0	0	mmu-miR-370-3p				0	-0.31	N/A
DLGAP3	ENST00000373347.1	discs, large (Drosophila) homolog-associated protein 3 	8	1	0	0	1	1	mmu-miR-370-3p				0	-0.07	N/A
GRM4	ENST00000538487.2	glutamate receptor, metabotropic 4 	5	2	0	1	1	3	mmu-miR-370-3p				0	-0.03	N/A
PBRM1	ENST00000356770.4	polybromo 1 	689	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
MRPL22	ENST00000523037.1	mitochondrial ribosomal protein L22 	5309	1	0	0	1	0	mmu-miR-370-3p				0	-0.10	N/A
PPP6R2	ENST00000359139.3	protein phosphatase 6, regulatory subunit 2 	1255	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
FAAH	ENST00000243167.8	fatty acid amide hydrolase 	19	1	1	0	0	0	mmu-miR-370-3p				0	-0.16	N/A
ZNF703	ENST00000331569.4	zinc finger protein 703 	1557	1	0	1	0	0	mmu-miR-370-3p				0	-0.05	N/A
IPO9	ENST00000361565.4	importin 9 	3549	1	0	0	1	1	mmu-miR-370-3p				0	-0.01	N/A
GABRR2	ENST00000402938.3	gamma-aminobutyric acid (GABA) A receptor, rho 2 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.04	N/A
C1QA	ENST00000374642.3	complement component 1, q subcomponent, A chain 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.08	N/A
SLC22A18AS	ENST00000533594.1	solute carrier family 22 (organic cation transporter), member 18 antisense 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.03	N/A
KY	ENST00000508956.1	kyphoscoliosis peptidase 	5	1	0	0	1	1	mmu-miR-370-3p				0	-0.07	N/A
RPN2	ENST00000237530.6	ribophorin II 	14435	1	1	0	0	0	mmu-miR-370-3p				0	-0.20	N/A
TSHR	ENST00000541158.2	thyroid stimulating hormone receptor 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.03	N/A
LTBP2	ENST00000261978.4	latent transforming growth factor beta binding protein 2 	1616	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
NKAPL	ENST00000343684.3	NFKB activating protein-like 	5	2	0	1	1	0	mmu-miR-370-3p				0	-0.05	N/A
WIZ	ENST00000389282.4	widely interspaced zinc finger motifs 	1321	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
LRP8	ENST00000306052.6	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor 	16	2	2	0	0	1	mmu-miR-370-3p				0	-0.13	N/A
ACE	ENST00000290866.4	angiotensin I converting enzyme 	12	1	0	0	1	1	mmu-miR-370-3p				0	-0.08	N/A
ZNF366	ENST00000318442.5	zinc finger protein 366 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.07	N/A
PRSS23	ENST00000280258.5	protease, serine, 23 	10562	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
TIMD4	ENST00000274532.2	T-cell immunoglobulin and mucin domain containing 4 	10	1	0	1	0	0	mmu-miR-370-3p				0	-0.06	N/A
ZFP36L2	ENST00000282388.3	ZFP36 ring finger protein-like 2 	317	1	0	1	0	0	mmu-miR-370-3p				0	-0.03	N/A
EFCAB6	ENST00000356087.4	EF-hand calcium binding domain 6 	23	1	0	0	1	0	mmu-miR-370-3p				0	-0.17	N/A
BAG2	ENST00000370693.5	BCL2-associated athanogene 2 	2237	1	0	1	0	0	mmu-miR-370-3p				0	-0.04	N/A
PTPRA	ENST00000216877.6	protein tyrosine phosphatase, receptor type, A 	7517	1	0	1	0	0	mmu-miR-370-3p				0	-0.06	N/A
SF3B3	ENST00000302516.5	splicing factor 3b, subunit 3, 130kDa 	2541	1	0	0	1	1	mmu-miR-370-3p				0	-0.01	N/A
PKHD1L1	ENST00000378402.5	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1 	8	1	0	1	0	1	mmu-miR-370-3p				0	-0.05	N/A
CRP	ENST00000255030.5	C-reactive protein, pentraxin-related 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.07	N/A
CAMSAP1	ENST00000389532.4	calmodulin regulated spectrin-associated protein 1 	966	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
KCNC2	ENST00000393288.2	potassium voltage-gated channel, Shaw-related subfamily, member 2 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.03	N/A
PTCD3	ENST00000254630.7	pentatricopeptide repeat domain 3 	2308	1	0	0	1	0	mmu-miR-370-3p				0	-0.02	N/A
TGFBI	ENST00000442011.2	transforming growth factor, beta-induced, 68kDa 	6307	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
KCNK10	ENST00000340700.5	potassium channel, subfamily K, member 10 	5	0	0	0	0	2	mmu-miR-370-3p				0	-0.07	N/A
TMEM72	ENST00000544540.1	transmembrane protein 72 	5	1	0	1	0	1	mmu-miR-370-3p				0	-0.07	N/A
TMEM201	ENST00000340305.5	transmembrane protein 201 	164	1	0	0	1	3	mmu-miR-370-3p				0	-0.01	N/A
CDR1	ENST00000370532.2	cerebellar degeneration-related protein 1, 34kDa 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.05	N/A
RCSD1	ENST00000367854.3	RCSD domain containing 1 	32	1	1	0	0	0	mmu-miR-370-3p				0	-0.23	N/A
MRPS23	ENST00000313608.8	mitochondrial ribosomal protein S23 	7140	1	0	1	0	2	mmu-miR-370-3p				0	-0.02	N/A
FGF10	ENST00000264664.4	fibroblast growth factor 10 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
MAT1A	ENST00000372213.3	methionine adenosyltransferase I, alpha 	19	1	0	1	0	0	mmu-miR-370-3p				0	-0.04	N/A
CRCP	ENST00000415001.2	CGRP receptor component 	1776	1	0	0	1	1	mmu-miR-370-3p				0	-0.12	N/A
KRR1	ENST00000229214.4	KRR1, small subunit (SSU) processome component, homolog (yeast) 	380	1	1	0	0	0	mmu-miR-370-3p				0	-0.22	N/A
CD247	ENST00000362089.5	CD247 molecule 	9	1*	0	0	0	0	mmu-miR-370-3p				0	0	N/A
AP1B1	ENST00000357586.2	adaptor-related protein complex 1, beta 1 subunit 	646	1*	0	0	0	1	mmu-miR-370-3p				0	0	N/A
MPL	ENST00000372470.3	myeloproliferative leukemia virus oncogene 	0	1*	0	0	0	0	mmu-miR-370-3p				0	0	N/A
LMCD1	ENST00000157600.3	LIM and cysteine-rich domains 1 	1023	1	1	0	0	0	mmu-miR-370-3p				0	-0.16	N/A
PPP2R5C	ENST00000422945.2	protein phosphatase 2, regulatory subunit B', gamma 	1584	1*	0	0	0	1	mmu-miR-370-3p				0	0	N/A
TBC1D10B	ENST00000409939.3	TBC1 domain family, member 10B 	174	1	0	1	0	0	mmu-miR-370-3p				0	-0.06	N/A
PTGDR	ENST00000553372.1	prostaglandin D2 receptor (DP) 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
URGCP	ENST00000223341.7	upregulator of cell proliferation 	180	2	1	1	0	0	mmu-miR-370-3p				0	-0.23	N/A
DCAF8	ENST00000556710.1	DDB1- and CUL4-associated factor 8  	1924	1*	0	0	0	0	mmu-miR-370-3p				0	0	N/A
SHC3	ENST00000375835.4	SHC (Src homology 2 domain containing) transforming protein 3 	18	2	0	2	0	1	mmu-miR-370-3p				0	-0.08	N/A
CSMD1	ENST00000400186.3	CUB and Sushi multiple domains 1 	5	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
DYNC1I1	ENST00000447467.2	dynein, cytoplasmic 1, intermediate chain 1 	25	1*	0	0	0	0	mmu-miR-370-3p				0	0	N/A
LTF	ENST00000231751.4	lactotransferrin 	5	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
GPR183	ENST00000376414.4	G protein-coupled receptor 183 	112	1	1	0	0	1	mmu-miR-370-3p				0	-0.16	N/A
CLIC4	ENST00000374379.4	chloride intracellular channel 4 	226	1	0	0	1	0	mmu-miR-370-3p				0	-0.15	N/A
CNTNAP5	ENST00000431078.1	contactin associated protein-like 5 	5	1	0	0	1	1	mmu-miR-370-3p				0	-0.01	N/A
C1QTNF8	ENST00000328449.5	C1q and tumor necrosis factor related protein 8 	5	1	0	1	0	1	mmu-miR-370-3p				0	-0.45	N/A
MFSD2A	ENST00000372811.5	major facilitator superfamily domain containing 2A 	113	1	0	0	1	0	mmu-miR-370-3p				0	-0.07	N/A
SNAP25	ENST00000254976.2	synaptosomal-associated protein, 25kDa 	54	1	0	0	1	0	mmu-miR-370-3p				0	-0.01	N/A
MYO10	ENST00000513610.1	myosin X 	3866	1	0	0	1	0	mmu-miR-370-3p				0	-0.09	N/A
PSMB9	ENST00000395330.1	proteasome (prosome, macropain) subunit, beta type, 9 	64	1	0	0	1	1	mmu-miR-370-3p				0	-0.14	N/A
HINT1	ENST00000304043.5	histidine triad nucleotide binding protein 1 	15834	1	0	1	0	1	mmu-miR-370-3p				0	-0.26	N/A
SSTR2	ENST00000315332.2	somatostatin receptor 2 	21	2	0	2	0	0	mmu-miR-370-3p				0	-0.04	N/A
PPP2R1A	ENST00000322088.6	protein phosphatase 2, regulatory subunit A, alpha 	65937	2	2	0	0	0	mmu-miR-370-3p				0	-0.37	N/A
RPH3AL	ENST00000331302.7	rabphilin 3A-like (without C2 domains) 	60	1	0	0	1	0	mmu-miR-370-3p				0	-0.06	N/A
RNF187	ENST00000305943.7	ring finger protein 187 	13589	2	0	1	1	0	mmu-miR-370-3p				0	-0.13	N/A
LLPH	ENST00000266604.2	LLP homolog, long-term synaptic facilitation (Aplysia) 	88	1	0	0	1	1	mmu-miR-370-3p				0	-0.06	N/A
IGFBP5	ENST00000233813.4	insulin-like growth factor binding protein 5 	10709	1*	0	0	0	1	mmu-miR-370-3p				0	0	N/A
CRISPLD2	ENST00000262424.5	cysteine-rich secretory protein LCCL domain containing 2 	397	3	0	1	2	2	mmu-miR-370-3p				0	-0.12	N/A
BDH2	ENST00000296424.4	3-hydroxybutyrate dehydrogenase, type 2 	57	1	0	0	1	0	mmu-miR-370-3p				0	-0.05	N/A
KLF2	ENST00000248071.5	Kruppel-like factor 2 (lung) 	431	1	0	1	0	0	mmu-miR-370-3p				0	-0.03	N/A
NXT2	ENST00000372106.1	nuclear transport factor 2-like export factor 2 	390	1*	0	0	0	0	mmu-miR-370-3p				0	0	N/A
ASGR2	ENST00000355035.5	asialoglycoprotein receptor 2 	1189	1	0	0	1	0	mmu-miR-370-3p				0	-0.12	N/A
RBM14	ENST00000393979.3	RNA binding motif protein 14 	3993	1	1	0	0	0	mmu-miR-370-3p				0	-0.24	N/A
TBX15	ENST00000207157.3	T-box 15 	14	1	0	0	1	1	mmu-miR-370-3p				0	-0.01	N/A
PEX16	ENST00000378750.5	peroxisomal biogenesis factor 16 	498	1	0	0	1	0	mmu-miR-370-3p				0	-0.14	N/A
NKD1	ENST00000268459.3	naked cuticle homolog 1 (Drosophila) 	26	2*	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
STRADA	ENST00000375840.4	STE20-related kinase adaptor alpha 	366	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
COMMD9	ENST00000263401.5	COMM domain containing 9 	1146	1	0	1	0	0	mmu-miR-370-3p				0	-0.18	N/A
LARP4B	ENST00000316157.3	La ribonucleoprotein domain family, member 4B 	705	2	0	1	1	0	mmu-miR-370-3p				0	-0.05	N/A
TRHDE	ENST00000261180.4	thyrotropin-releasing hormone degrading enzyme 	34	1	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
NCKIPSD	ENST00000416649.2	NCK interacting protein with SH3 domain 	4158	2	0	0	2	1	mmu-miR-370-3p				0	-0.02	N/A
PANK4	ENST00000378466.3	pantothenate kinase 4 	72	1	0	1	0	0	mmu-miR-370-3p				0	-0.18	N/A
PLA2G5	ENST00000375108.3	phospholipase A2, group V 	5	1*	0	0	0	0	mmu-miR-370-3p				0	0	N/A
SH3BP5	ENST00000383791.3	SH3-domain binding protein 5 (BTK-associated) 	4289	1	1	0	0	0	mmu-miR-370-3p				0	-0.03	N/A
LPIN3	ENST00000373257.3	lipin 3 	108	1*	0	0	0	0	mmu-miR-370-3p				0	0	N/A
MMP19	ENST00000409200.3	matrix metallopeptidase 19 	135	1	0	0	1	0	mmu-miR-370-3p				0	-0.07	N/A
FAM193A	ENST00000505311.1	family with sequence similarity 193, member A 	274	1	1	0	0	0	mmu-miR-370-3p				0	-0.61	N/A
ERCC1	ENST00000300853.3	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence) 	2024	1	0	1	0	0	mmu-miR-370-3p				0	-0.02	N/A
BPIFA2	ENST00000253362.2	BPI fold containing family A, member 2 	5	1*	0	0	0	0	mmu-miR-370-3p				0	0	N/A
GRIN2A	ENST00000562109.1	glutamate receptor, ionotropic, N-methyl D-aspartate 2A 	5	1	0	1	0	1	mmu-miR-370-3p				0	-0.02	N/A
